sample_id,frame_id,view_id,split,image_path,binary_mask_path,source_image_member,indexed_mask_member,raw_labels_member,source,target_policy,width,height,total_pixels,dynamic_positive_pixels,dynamic_positive_pixel_rate,dynamic_positive_categories,static_negative_categories,context_negative_categories,unknown_categories,category_pixel_stats_json,category_indices_json
000000901_image-2,000000901,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000901_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000901_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,86978,0.21368416,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":2015,""ceiling"":0,""driveable_ground"":128319,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":27366,""misc_dynamic_feature"":44175,""misc_non_static_feature"":13422,""misc_static_feature"":18101,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":173641}","{""cart_pallet_jack"":[13],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[11,14],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000902_image-0,000000902,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000902_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000902_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,65423,0.16072868,cart_pallet_jack|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":30689,""ceiling"":0,""driveable_ground"":109506,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":28030,""misc_non_static_feature"":6704,""misc_static_feature"":19380,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":212730}","{""cart_pallet_jack"":[20,21],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[13,14,15,16,17],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000902_image-1,000000902,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000902_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000902_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,16968,0.01841146,misc_non_static_feature,misc_static_feature,driveable_ground|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":322520,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":0,""misc_non_static_feature"":16968,""misc_static_feature"":262797,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":1585,""wall_fence_pillar"":317730}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9,14,15,16,17,18,19,20,21,22,23,24,25],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[13],""wall_fence_pillar"":[4]}"
000000902_image-2,000000902,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000902_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000902_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000902/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,95989,0.23582203,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":1668,""ceiling"":0,""driveable_ground"":122017,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":32168,""misc_dynamic_feature"":45726,""misc_non_static_feature"":16427,""misc_static_feature"":28676,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":160357}","{""cart_pallet_jack"":[10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[11,12],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000903_image-0,000000903,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000903_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000903_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,71441,0.17551346,cart_pallet_jack|misc_dynamic_feature|misc_non_static_feature,fixed_machinery|misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":29802,""ceiling"":0,""driveable_ground"":97070,""ego_vehicle"":0,""fixed_machinery"":2126,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":37812,""misc_non_static_feature"":3827,""misc_static_feature"":17685,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":218717}","{""cart_pallet_jack"":[10,11],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[12,14,15],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000903_image-1,000000903,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000903_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000903_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,48727,0.05287218,goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":320722,""ego_vehicle"":377,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":16703,""misc_dynamic_feature"":23939,""misc_non_static_feature"":8085,""misc_static_feature"":150393,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":11690,""wall_fence_pillar"":389691}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[12,13,15,16],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[10,11],""wall_fence_pillar"":[4]}"
000000903_image-2,000000903,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000903_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000903_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000903/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,82468,0.20260417,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":1647,""ceiling"":0,""driveable_ground"":157922,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":38536,""misc_dynamic_feature"":18469,""misc_non_static_feature"":23816,""misc_static_feature"":12907,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":153741}","{""cart_pallet_jack"":[11],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[10,13,14],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000905_image-0,000000905,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000905_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000905_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,37079,0.09109424,cart_pallet_jack|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":29159,""ceiling"":0,""driveable_ground"":137840,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":0,""misc_non_static_feature"":7920,""misc_static_feature"":13685,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":218435}","{""cart_pallet_jack"":[9,10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[],""misc_non_static_feature"":[13],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000905_image-1,000000905,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000905_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000905_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,103454,0.11225477,goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":324035,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":16819,""misc_dynamic_feature"":76579,""misc_non_static_feature"":10056,""misc_static_feature"":35522,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":5918,""wall_fence_pillar"":452671}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9,10],""misc_non_static_feature"":[12,14,15,16,17],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[13],""wall_fence_pillar"":[4]}"
000000905_image-2,000000905,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000905_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000905_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000905/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,57368,0.14093947,cart_pallet_jack|goods_material|misc_non_static_feature,misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":5357,""ceiling"":0,""driveable_ground"":173120,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":49219,""misc_dynamic_feature"":0,""misc_non_static_feature"":2792,""misc_static_feature"":25329,""person"":0,""pylon_cone"":0,""rack_shelf"":6262,""text_region"":0,""wall_fence_pillar"":144961}","{""cart_pallet_jack"":[9,13,14],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[10],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000000909_image-0,000000909,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000909_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000909_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000909/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000909/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000909/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,24164,0.05936517,goods_material,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":182639,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":24164,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":17860,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":182376}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
