p199_sample_id,p193_sample_id,source,split,cluster_id,canonical_label,resolved_label,observation_id,session_id,frame_id,frame_index,tracklet_id,physical_key,semantic_stability_target,semantic_static_like,semantic_target_status,semantic_target_source,semantic_categories,semantic_hint,semantic_evidence_status,source_semantic_path,label_source,mean_center_x,mean_center_y,mean_size_x,mean_size_y,support_count,mask_area_px,bbox_width,bbox_height,semantic_gate_score,observation_index_path
p199_semantic_00096,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_002,same_day,train,cluster_0002,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_002,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_002,2022-06-15__Aisle_CCW_Run_2::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1189.897282083357,531.496446238699,187.0,207.0,35174.0,35174.0,187.0,207.0,0.32388046383857727,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
p199_semantic_00097,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_005,same_day,train,cluster_0007,forklift,forklift,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_005,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_005,2022-06-15__Aisle_CCW_Run_1::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,583.0163300979806,325.46453050146874,865.0,342.0,152173.0,152173.0,865.0,342.0,0.37902066111564636,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1/observation_output/observations_index.json
p199_semantic_00098,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_005,same_day,train,cluster_0004,forklift,forklift,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_005,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_005,2022-06-15__Aisle_CCW_Run_2::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,38.50671550671551,289.9254079254079,92.0,147.0,9009.0,9009.0,92.0,147.0,0.3276838958263397,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
p199_semantic_00099,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_004,same_day,train,cluster_0003,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_004,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_004,2022-06-15__Aisle_CCW_Run_1::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1152.0889635152826,346.53178894643975,258.0,81.0,17569.0,17569.0,258.0,81.0,0.2898535132408142,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1/observation_output/observations_index.json
p199_semantic_00100,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_006,same_day,train,cluster_0007,forklift,forklift,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_006,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_006,2022-06-15__Aisle_CCW_Run_2::000007::forklift_006,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,663.8553859489916,322.6159269141688,880.0,342.0,147662.0,147662.0,880.0,342.0,0.27589675784111023,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
p199_semantic_00101,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_002,same_day,train,cluster_0001,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_002,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_002,2022-06-15__Aisle_CCW_Run_1::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,211.84843587671708,465.1345376890223,165.0,116.0,17326.0,17326.0,165.0,116.0,0.3116459846496582,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1/observation_output/observations_index.json
p199_semantic_00102,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_001,same_day,train,cluster_0002,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_001,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_001,2022-06-15__Aisle_CCW_Run_1::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1112.478110201934,541.3134241704012,283.0,224.0,55117.0,55117.0,283.0,224.0,0.4365103840827942,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1/observation_output/observations_index.json
p199_semantic_00103,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_003,cross_month,val,cluster_0012,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_003,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_003,2022-10-12__Aisle_CW::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,921.1444310136419,244.67591089621828,261.0,276.0,28955.0,28955.0,261.0,276.0,0.28201380372047424,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
p199_semantic_00104,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,cross_month,val,cluster_0011,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_003,2022-10-12__Aisle_CCW::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,p197_semantic_hint_categories,fork_truck,dynamic_or_non_static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1163.4843377088305,316.4958233890215,169.0,184.0,13408.0,13408.0,169.0,184.0,0.25415515899658203,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
p199_semantic_00105,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,cross_month,val,cluster_0011,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_001,2022-10-12__Aisle_CW::000007::forklift_001,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1197.1705358809984,315.6603597435738,183.0,192.0,16067.0,16067.0,183.0,192.0,0.4134886860847473,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
p199_semantic_00106,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_001,cross_month,val,cluster_0013,work table,work table,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_001,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_001,2022-10-12__Aisle_CCW::000007::work_table_001,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,907.3724254261364,282.630859375,323.0,86.0,11264.0,11264.0,323.0,86.0,0.6173298358917236,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
p199_semantic_00107,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_002,cross_month,val,cluster_0014,barrier,barrier,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_002,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_002,2022-10-12__Aisle_CCW::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW.zip::Aisle_CCW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,478.49052757793766,347.35551558752996,111.0,82.0,8340.0,8340.0,111.0,82.0,0.25387507677078247,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
p199_semantic_00108,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_004,cross_month,val,cluster_0007,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_004,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_004,2022-10-12__Aisle_CCW::000007::forklift_004,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,882.7073825132078,272.5088097806544,329.0,264.0,36153.0,36153.0,329.0,264.0,0.2708553075790405,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
p199_semantic_00109,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_002,cross_month,val,cluster_0005,work table,work table,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_002,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_002,2022-10-12__Aisle_CW::000007::work_table_002,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,203.64358418154512,357.9839813115301,137.0,56.0,5993.0,5993.0,137.0,56.0,0.3637877404689789,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
p199_semantic_00110,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_004,cross_month,val,cluster_0014,barrier,barrier,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_004,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_004,2022-10-12__Aisle_CW::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,635.4224844313339,385.1799410029499,202.0,25.0,3051.0,3051.0,202.0,25.0,0.252056360244751,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
